Phrase,"Search Volume",Category,Fulfillment,"Size Tier","Variation Count",BSR,Price,"Monthly Sales","Monthly Revenue","Review Count","Reviews Rating",Sellers,"Last Year Sales","Sales Year Over Year","Sales Trend (90 days)","Price Trend (90 days)","Best Sales Period","Broad Reach Potential","Number of competing products","Sales to Reviews"
"monitor portable",3133,Electronics,FBA,"Large Standard-Size",4,3297,117.82,4187,427556.86,2459,4.49,3,65053,70,230,-12,"Jan, 2024",8,2000,2.97
"portable dvd players with large screen",3133,Electronics,FBA,"Large Standard-Size",2,16941,98.62,545,47069.53,2281,4.38,2,9541,-25,22,0,"May, 2022",4,248,1.27
"tv 65 inch smart tv",3133,Electronics,Amazon,"Large Oversize",14,8844,671.41,986,580631.7,1406,4.35,23,11717,-89,-66,-1,"Nov, 2023",7,454,3.59
"milwaukee speaker",3133,Electronics,FBA,"Large Standard-Size",1,103836,75.18,1215,63690.72,7095,4.36,13,900,93,-59,-6,"Dec, 2023",4,301,2.42
"airpod max ear cushions",3133,Electronics,FBA,"Large Standard-Size",6,51552,24.9,172,3699.32,161,3.97,2,4283,89,0,0,"Jan, 2024",3,187,12.60
realme,3133,Electronics,FBA,"Large Standard-Size",3,277108,65.28,15,841.58,4524,4.11,2,200,,0,-1,"Sep, 2023",9,866,0.08
"stereo system",3133,Electronics,FBA,"Small Oversize",1,14486,133.19,591,64555.66,1973,4.14,3,6295,-2,41,0,"Dec, 2023",9,10000,0.77
"solar radio",3133,Electronics,FBA,"Large Standard-Size",3,8036,28.87,2578,81219.89,6354,4.52,2,20771,-12,144,0,"Jan, 2024",7,355,1.51
"speakers for pc",3133,Electronics,Amazon,"Small Oversize",3,2274,99.99,1024,102389.76,719,4.30,4,12513,,-11,-1,"Jul, 2023",7,674,1.42
"bose - sleepbuds ii",3131,Electronics,FBA,"Large Standard-Size",5,48787,82.32,682,51578.58,4130,4.06,3,20307,48,0,0,"Dec, 2023",2,89,1.16
"starlink mounting kit",3131,Electronics,FBA,"Large Standard-Size",1,43787,89.09,140,10894.67,49,4.44,2,2085,,0,-14,"Oct, 2023",3,403,14.48
"tile wallet",3131,Electronics,FBA,"Small Standard-Size",2,151167,32.85,3289,86142.87,12718,4.33,3,53058,-27,0,0,"Dec, 2022",5,554,2.31
"airpod max silicone ear covers",3131,Electronics,FBA,"Large Standard-Size",12,18614,11.82,760,10071.64,343,4.36,2,4188,,128,0,"Jan, 2024",3,315,4.31
"apple play for car",3131,Electronics,FBA,"Large Standard-Size",2,9702,97.76,671,65843.35,680,4.27,2,12943,,0,-5,"Dec, 2023",7,4000,5.54
hub,3129,Electronics,FBA,"Small Standard-Size",3,5736,49.55,1691,83111.78,2221,4.36,2,17450,32,0,0,"Jan, 2024",10,10000,1.02
"airpods 2",3129,Electronics,Amazon,"Large Standard-Size",4,1683,87.51,11826,1268448.44,64520,4.41,8,150763,,0,1,"Jan, 2024",7,1000,22.54
"fire tv stick lite",3129,Electronics,Amazon,"Large Standard-Size",1,24963,44.18,16413,712866.39,27538,4.54,31,272237,-5,54,41,"Nov, 2022",3,72,7.20
"waterproof airtag holder",3129,Electronics,FBA,"Small Standard-Size",8,5100,11.69,2185,21520.49,1601,4.55,2,33152,-8,-17,0,"Dec, 2023",4,1000,2.71
"rv backup camera",3129,Electronics,FBA,"Large Standard-Size",1,16228,185.48,308,48264.64,1130,4.62,4,5456,-21,0,-23,"May, 2022",6,1000,1.82
"velcro cord wraps",3129,Electronics,FBA,"Small Standard-Size",4,6619,8.96,3234,26185.09,6668,4.67,4,32567,-13,0,0,"Jan, 2024",3,681,2.48
"samsung tv remote replacement",3129,Electronics,FBA,"Large Standard-Size",3,1302,14.95,6218,69395,11454,4.44,4,72034,,167,-3,"Jan, 2024",5,4000,1.86
"blackmagic design",3129,Electronics,FBM,"Large Standard-Size",1,67021,1029.86,131,57584.02,415,4.45,16,2250,-26,168,0,"Apr, 2022",6,1000,9.34
"apple gift cards email delivery 10-500",3129,Electronics,Amazon,"Small Standard-Size",3,3436,50,932,46600,1627,4.50,1,,,-41,0,"Dec, 2023",0,16,0.57
"garmin bike computer",3129,Electronics,FBM,"Large Standard-Size",3,69726,290.77,112,34680.6,548,4.61,10,2187,1842,0,0,"Aug, 2023",5,750,3.62
"workout earbuds",3127,Electronics,FBA,"Large Standard-Size",8,1868,66.01,5339,460219.26,21777,4.39,3,87553,,-43,8,"Dec, 2022",6,2000,2.28
"cable clamps",3127,Electronics,FBA,"Large Standard-Size",6,17453,12.39,791,11783.54,934,4.54,2,12781,63,135,0,"Jan, 2024",7,20000,4.68
"beats by dre earbuds",3127,Electronics,Amazon,"Large Standard-Size",10,12996,118.04,4026,615109.79,30008,4.45,4,71710,5678,-55,-7,"Dec, 2022",6,145,0.50
camra,3127,Electronics,FBA,"Large Standard-Size",8,13230,104.84,2185,183639.62,5700,4.34,5,25968,-28,-53,7,"Dec, 2023",7,767,2.03
"youtube kids app",3127,Electronics,FBA,"Large Standard-Size",2,53441,46.99,148,6814.86,705,3.90,1,2605,-55,0,0,"Dec, 2023",4,93,1.16
"sony camera vlogging / content creation",3127,Electronics,FBM,"Large Standard-Size",3,92496,528.29,222,114999.22,304,4.45,7,3329,-5,0,0,"Dec, 2023",0,164,7.38
"samsung 75 inch 4k smart tv",3126,Electronics,FBM,"Special Oversize",27,96429,1344.45,92,123036.27,3978,4.41,7,1148,-73,-30,2,"Nov, 2023",4,172,0.19
tablotv,3126,Electronics,FBA,"Large Standard-Size",0,54240,48.54,747,20795.03,6935,4.14,3,29177,-55,-102,-34,"Dec, 2023",0,31,0.88
"outlet strip",3126,Electronics,FBA,"Large Standard-Size",4,1348,16.67,13229,193208.16,15713,4.74,33,141705,14,0,-3,"Jan, 2024",7,5000,2.23
"paperwhite kindle",3126,Electronics,FBM,N/A,3,167274,73.62,2,147.24,0,-1.00,1,1,,0,-1,"Feb, 2024",9,119,-1.00
"gopro mounts",3126,Electronics,FBA,"Large Standard-Size",0,1393,25.99,2298,57389.47,32332,4.50,9,32166,-29,-9,0,"May, 2022",8,4000,0.19
"viofo a119 v3",3126,Electronics,FBA,"Large Standard-Size",1,18203,151.54,1516,214459.09,2144,4.28,2,29729,-6,-51,0,"Jan, 2024",2,97,2.08
"clear zip ties",3126,Electronics,FBA,"Small Standard-Size",12,16852,6.23,1062,6981.05,3157,4.60,2,18383,21,-13,0,"Nov, 2023",5,476,1.18
"bluetooth glasses",3124,Electronics,FBA,"Large Standard-Size",4,55582,36.74,335,10174.61,702,3.92,3,5333,-16,0,0,"Jan, 2024",6,2000,1.47
earbud,3124,Electronics,FBA,"Large Standard-Size",8,266,48.87,13194,582578.34,87721,4.41,5,131603,,74,-1,"Jan, 2024",10,10000,1.07
"dell 27 inch monitor",3124,Electronics,FBM,"Small Oversize",2,33786,197.58,898,168618.28,1390,4.47,8,9290,-37,0,8,"Jan, 2024",5,362,13.83
"fish finders & depth finders",3124,Electronics,Amazon,"Large Standard-Size",5,61942,318.64,186,31133.3,1457,4.34,21,3935,28,0,-2,"Jun, 2022",5,1000,0.30
"86 inch tv",3124,Electronics,Amazon,"Special Oversize",14,52169,1504.18,319,428635.62,680,4.31,16,1453,73,8,0,"Nov, 2022",5,120,2.25
speedometer,3124,Electronics,FBA,"Large Standard-Size",2,28092,33.62,200,6059.02,641,4.08,3,3848,-15,36,0,"Jan, 2024",8,10000,2.94
"motorized tv mount",3124,Electronics,FBM,"Small Oversize",2,29743,276.4,165,31708.79,420,4.36,2,376,,2,0,"Nov, 2023",5,248,2.13
"gaming monitor 1440p",3124,Electronics,Amazon,"Small Oversize",5,6385,239.52,677,177412.98,3449,4.50,10,8488,467,0,-6,"Jan, 2024",6,1000,0.79
"air pods case",3124,Electronics,FBA,"Large Standard-Size",23,3915,7.19,1923,12423.5,12165,4.51,2,16001,,0,0,"Jan, 2024",6,9000,4.08
"digital audio optical cable",3124,Electronics,FBA,"Small Standard-Size",14,18965,9.59,2330,19268.83,16295,4.61,2,14932,596,0,0,"Jan, 2024",6,649,0.45
"tracking device for kids",3124,Electronics,FBA,"Small Standard-Size",5,25073,24.49,7285,307432.59,24619,4.29,2,123996,-21,0,0,"Jan, 2024",5,1000,3.16
"thunderbolt 4 hub",3124,Electronics,FBA,"Large Standard-Size",1,29692,201.67,376,103916.45,258,4.35,4,5916,-31,-60,0,"Jan, 2024",3,1000,3.52
"earphones wireless",3122,Electronics,FBA,"Large Standard-Size",8,301,50.68,12637,621549.68,70796,4.46,4,135615,244,0,2,"Jan, 2024",9,10000,2.09
"hide cords",3122,Electronics,FBA,"Large Standard-Size",12,2489,14.07,7195,123386.19,12608,4.52,2,88745,-23,195,0,"Jan, 2024",6,1000,2.22
"speaker wire 16 gauge",3122,Electronics,FBA,"Large Standard-Size",7,18039,29.01,965,16390.32,5032,4.70,2,3792,158,0,0,"Jan, 2024",5,397,1.33
"tab s6 lite",3122,Electronics,FBA,"Large Standard-Size",4,99500,237.2,439,80985.1,3705,4.61,6,6106,70,-57,-2,"Oct, 2023",6,190,0.48
"echo plus",3121,Electronics,FBA,"Large Standard-Size",2,104592,63,537,43719.48,3290,4.48,3,14285,-21,0,8,"Dec, 2023",6,534,0.84
xgimi,3121,Electronics,FBA,"Large Standard-Size",0,96556,79.99,19,1519.81,71,3.80,1,621,-67,-99,0,"Jul, 2022",6,238,0.27
"canon eos r5",3121,Electronics,FBM,"Large Standard-Size",7,189652,2930.13,140,226651.25,224,4.53,9,1589,-51,0,11,"Dec, 2023",3,172,1.03
"action camera 4k",3121,Electronics,FBA,"Large Standard-Size",4,22906,92.9,867,75479.3,4876,4.17,3,20188,-3,0,0,"Jun, 2022",7,635,1.39
"lightning to aux",3121,Electronics,FBA,"Small Standard-Size",5,1003,8.27,9211,77421.57,38086,3.86,2,116011,-8,56,-3,"Aug, 2022",7,694,1.33
"samsung monitor curved",3121,Electronics,Amazon,"Small Oversize",3,11159,522.46,584,258188.98,4036,4.38,7,7692,0,-48,-2,"Jan, 2024",7,215,2.36
"bluetooth usb",3119,Electronics,Amazon,"Large Standard-Size",2,3887,14.99,3380,41723.21,29270,4.00,7,4749,-36,0,5,"Jan, 2024",8,568,0.14
"240hz 1440p gaming monitor",3119,Electronics,Amazon,"Small Oversize",5,12010,348.25,936,240496.61,2823,4.50,12,4635,-16,0,-2,"Jan, 2024",4,342,4.65
"sony dvd player",3119,Electronics,FBA,"Large Standard-Size",1,51194,100.83,1923,113195.39,4808,4.32,4,20149,37,60,0,"Mar, 2022",7,282,5.01
e-reader,3119,Electronics,FBA,"Large Standard-Size",6,52429,156,1168,112576.19,3619,4.14,3,15623,-39,1,10,"Dec, 2023",7,979,1.00
"airpods pro case cute",3119,Electronics,FBA,"Large Standard-Size",17,20800,10.29,210,2116.57,631,4.38,2,2982,-5,822,0,"Jan, 2024",5,3000,2.51
"large bluetooth speaker",3119,Electronics,FBA,"Large Standard-Size",3,5112,134.4,1083,151568.72,8862,4.47,6,20181,27,-6,0,"Jun, 2023",6,5000,0.35
"lg smart tv",3119,Electronics,FBM,"Small Oversize",12,27827,594.58,1901,392930.68,2019,4.41,18,31566,263,-51,-1,"Nov, 2023",8,289,1.01
"digital converter box for tv",3119,Electronics,FBA,"Large Standard-Size",1,27449,33.99,446,14622.03,1642,3.91,3,5346,-26,0,0,"Jan, 2024",6,1000,0.93
"sirius xm radio car kit",3117,Electronics,FBA,"Large Standard-Size",1,45574,71.04,134,8602.07,1055,4.28,8,2066,-21,-19,0,"Mar, 2022",4,226,1.38
"fenix 7",3117,Electronics,FBM,"Large Standard-Size",13,67367,613.68,103,36760.71,1160,4.57,5,2070,25,0,0,"Nov, 2023",5,426,1.62
"cable hiders for mounted tv",3117,Electronics,FBA,"Large Standard-Size",8,2072,19.09,3221,55311.54,6802,4.56,2,39153,-35,1,0,"Jan, 2024",3,534,2.50
"air tags-2 pack apple",3116,Electronics,FBA,"Small Standard-Size",6,7780,21.08,12087,469255.78,31742,4.56,2,207900,7,7,0,"Dec, 2023",5,148,2.02
"apple iphone 13 pro max",3116,Electronics,Amazon,"Large Standard-Size",1,5,189.99,36162,6870418.38,10472,4.70,4,,,1,-8,"Jan, 2024",6,100,3.45
buds,3116,Electronics,FBA,"Large Standard-Size",6,3753,69.89,10398,871642,53275,4.41,5,112354,,-72,2,"Aug, 2023",10,9000,1.37
"versa 2 bands for men",3116,Electronics,FBA,"Small Standard-Size",20,15350,10.58,576,5932.57,5440,4.47,2,8778,-31,42,0,"May, 2022",3,1000,0.62
"wall surge protector",3114,Electronics,FBA,"Large Standard-Size",3,2385,15.31,8231,107986.1,15862,4.70,3,86875,50,80,-4,"Jan, 2024",7,2000,1.59
"gps navigation for car xgody",3114,Electronics,FBA,"Large Standard-Size",2,33638,70.4,186,9984.61,729,3.69,1,3539,-44,0,-3,"Jan, 2024",2,113,11.49
"vantrue n4",3114,Electronics,FBA,"Large Standard-Size",1,10684,142.74,1609,237478.77,2557,4.41,2,25643,13,-40,0,"May, 2022",4,115,9.12
"headphones bulk",3114,Electronics,FBA,"Large Standard-Size",11,19353,31.6,329,9410.18,415,4.21,2,5775,562,0,0,"Aug, 2023",6,10000,3.10
"85 inch smart tv",3112,Electronics,Amazon,"Special Oversize",19,27723,1366.68,376,394737.52,1847,4.35,13,2721,-66,111,0,"Nov, 2023",5,225,0.64
"soundcore liberty 4",3112,Electronics,FBA,"Large Standard-Size",4,8001,78.18,3622,208430.16,12507,4.28,3,21433,40,24,2,"Jan, 2024",4,136,1.73
"deaf bonce 6.5",3112,Electronics,FBM,"Large Standard-Size",2,193780,107.35,94,5581.48,518,4.56,3,2286,-17,0,0,"Aug, 2023",2,109,2.60
"truthear x crinacle zero",3112,Electronics,FBA,"Large Standard-Size",6,18255,51.15,627,27039.04,2757,4.41,2,9084,,0,0,"Jan, 2024",3,73,4.70
"sonos move",3112,Electronics,FBA,"Large Standard-Size",5,19843,167.82,681,123080.91,4999,4.57,9,3972,70,-79,31,"Nov, 2023",4,137,1.14
"film for polaroid camera",3112,Electronics,Amazon,"Large Standard-Size",4,4797,39.27,5532,133070.5,23287,4.65,11,63655,153,12,0,"Dec, 2022",7,1000,11.63
"smart monitor",3112,Electronics,Amazon,"Small Oversize",4,20299,276.46,3178,399735.52,4802,4.34,7,53670,238,0,3,"Jan, 2024",7,5000,3.64
240hz,3112,Electronics,Amazon,"Small Oversize",5,10972,217.5,1138,208581.23,3220,4.47,6,9327,77,-26,-9,"Dec, 2023",7,477,2.52
"home theater systems",3112,Electronics,FBA,"Small Oversize",3,20528,337.85,700,139196.06,2139,4.24,13,9534,-9,44,0,"Jan, 2024",8,9000,1.81
"samsung tv stand",3111,Electronics,FBA,"Large Standard-Size",1,8853,32.12,3305,105780.05,10547,4.44,2,32398,3017,-16,-4,"Jan, 2024",6,439,0.96
"ipad 2023",3111,Electronics,Amazon,"Large Standard-Size",15,2537,523.65,5707,2315582.5,3245,4.58,3,41675,,0,-1,"Jan, 2024",6,735,1.61
"gaming laptop cooling pad",3111,Electronics,FBA,"Large Standard-Size",3,4074,34.71,1154,33396.66,7117,4.44,2,17026,3,6,0,"Aug, 2023",4,234,0.70
"marshall earbuds",3109,Electronics,Amazon,"Large Standard-Size",4,9233,100.66,3063,318560.11,8654,4.21,7,40410,28,0,0,"Nov, 2023",3,145,0.86
"airtag 2 pack",3109,Electronics,FBA,"Small Standard-Size",8,19977,24.54,12128,489224.6,32092,4.53,3,451747,7,8,0,"Jan, 2024",4,1000,2.93
"apple airpod pro",3109,Electronics,Amazon,"Large Standard-Size",6,3079,160.55,11275,1467713.97,83853,4.47,6,140969,,2,-8,"Jan, 2024",7,118,20.07
"echo sub",3109,Electronics,FBA,"Large Standard-Size",3,31012,67.08,355,29440.95,244,4.53,2,315,,0,0,"Oct, 2023",4,267,3.54
"sony vlogging camera",3107,Electronics,FBM,"Large Standard-Size",4,60337,543.09,207,84695.84,451,4.26,8,2996,20,-51,39,"Dec, 2023",5,507,1.56
"equipo de sonido para casa",3107,Electronics,FBA,"Small Oversize",1,28063,122.69,509,37098.27,1105,4.19,3,3889,-17,-17,0,"Aug, 2023",4,254,0.81
"on tv",3107,Electronics,Amazon,"Small Oversize",3,10835,309.15,2873,407555.84,1666,4.35,8,50268,353,23,0,"Oct, 2023",10,20000,4.79
"in ceiling speakers",3107,Electronics,FBA,"Small Oversize",3,36644,126.89,144,16478.02,820,4.67,4,1802,-28,28,0,"Mar, 2022",8,660,0.32
"fossil smart watch for women",3107,Electronics,Amazon,"Large Standard-Size",7,53431,166.83,368,41825.12,6222,4.22,2,4148,-36,57,-23,"Jan, 2024",6,203,1.10
"iphone to aux adapter",3107,Electronics,FBA,"Small Standard-Size",4,2189,11.02,7861,72035.99,26980,3.99,3,120912,-32,111,0,"Jan, 2024",7,1000,1.20
"relojes inteligentes para hombres",3107,Electronics,FBA,"Large Standard-Size",7,3218,50.79,1304,56767.75,3604,4.16,2,16596,-3,0,0,"Jan, 2024",5,220,1.09
"hdmi to cat6",3107,Electronics,FBA,"Large Standard-Size",4,52877,86.96,230,18328.23,3222,4.41,3,3156,,28,0,"Jan, 2024",5,822,0.67
"mac usb adapter",3107,Electronics,FBA,"Small Standard-Size",3,5539,27.79,5568,108516.78,12781,4.45,1,29429,-62,592,0,"Jan, 2024",6,10000,0.32
"thunderstorm sleep videoaawaa",3093,Electronics,FBA,"Large Standard-Size",24,20363,245.97,71,17463.87,251,4.70,1,,,0,0,"Jan, 2024",0,9,0.28
"86 + inch tv",3091,Electronics,Amazon,"Special Oversize",11,33034,1205.89,633,394483,775,4.34,14,1686,73,8,-3,"Nov, 2023",5,177,2.69
"fitbit versa 2 bands for woman",3084,Electronics,FBA,"Small Standard-Size",19,10105,10.51,593,5606.42,5708,4.46,2,10448,386,0,0,"Jan, 2024",0,1000,4.48
"toddler bluetooth headphones",3068,Electronics,FBA,"Large Standard-Size",6,5234,25.36,1457,39892.83,3883,4.45,2,20731,61,-22,0,"Dec, 2023",4,620,1.26
"cb radios for truckers long range",3062,Electronics,FBA,"Large Standard-Size",2,59655,274.12,81,18783.71,417,4.37,19,1132,67,38,1,"Mar, 2023",2,242,0.33
"osmo pocket 3 creator combo",3058,Electronics,Amazon,"Large Standard-Size",3,60163,239.3,2006,325268.96,3367,4.28,4,6307,-42,200,0,"May, 2022",2,165,1.82
"carlinkit 5.0 wireless carplay 2023 apple",2944,Electronics,FBA,"Large Standard-Size",1,35118,97.19,420,33054.13,618,3.83,2,16633,-27,0,0,"Jan, 2024",0,145,2.71
"monitor 1440p",2944,Electronics,Amazon,"Small Oversize",4,6486,199.15,654,142422.37,3131,4.50,10,8487,98,0,8,"Jan, 2024",7,1000,0.98
"garmin vivoactive",2944,Electronics,FBA,"Large Standard-Size",4,40973,190.67,369,70665.59,3690,4.28,4,3088,-33,4,-1,"Jan, 2024",7,228,0.94
"sony speaker bluetooth",2944,Electronics,FBA,"Large Standard-Size",2,26684,261.91,433,51511.28,1784,4.49,9,3052,-19,-86,0,"Jun, 2023",7,249,0.58
"apple watch new",2944,Electronics,Amazon,"Large Standard-Size",26,26191,318.68,420,127996.68,8976,4.63,8,13449,-49,-121,-5,"Dec, 2022",6,206,0.31
"beats pill",2944,Electronics,FBA,"Large Standard-Size",11,16855,97.43,3476,288572.15,34397,4.64,6,18953,,-54,1,"Dec, 2023",7,181,0.18
"bnc cable",2944,Electronics,FBA,"Small Standard-Size",14,32579,17.05,103,1518.49,208,4.67,2,1420,54,162,0,"Aug, 2023",7,5000,0.63
"airpod maxes",2944,Electronics,FBA,"Large Standard-Size",7,6098,123.7,5629,1005698.12,6716,4.35,4,82845,,0,0,"Jan, 2024",7,182,5.16
"tracking device for cars",2944,Electronics,FBA,"Large Standard-Size",1,8651,28.77,2014,49293.49,5562,3.92,2,32768,18,0,0,"Oct, 2023",6,524,5.50
"aviation headset",2944,Electronics,FBA,"Large Standard-Size",0,68519,510.32,68,55487.81,399,4.37,3,882,-47,162,0,"Jun, 2022",6,268,0.19
"subwoofer home theater",2944,Electronics,FBM,"Small Oversize",3,19183,212.84,302,69933.92,2252,4.53,4,3496,-16,25,0,"Mar, 2022",6,1000,0.51
"tv 65",2944,Electronics,Amazon,"Large Oversize",16,9797,652.93,894,501918.73,2114,4.29,27,12709,-78,-66,-1,"Nov, 2023",9,501,3.38
"bluetooth cd player",2944,Electronics,FBA,"Large Standard-Size",2,16681,46.87,759,33056.66,1181,4.26,2,10533,224,-54,0,"Dec, 2023",7,679,2.97
"49 inch monitor",2944,Electronics,Amazon,"Medium Oversize",4,43837,837.73,417,334486.13,1827,4.26,8,2964,-2,0,5,"Nov, 2023",5,182,0.67
"sound cancelling headphones",2944,Electronics,FBA,"Large Standard-Size",6,1070,80.82,5468,424827.08,11010,4.55,5,40568,,0,-4,"Dec, 2023",6,8000,2.72
"usb 3.2 hub",2944,Electronics,FBA,"Large Standard-Size",4,33436,38.56,261,8867.54,230,4.27,1,418,,146,0,"Jan, 2024",3,473,1.34
"rear camera for car",2944,Electronics,FBA,"Large Standard-Size",1,9036,39.29,874,42915.38,4105,4.32,2,14373,9,16,0,"Mar, 2022",7,10000,1.28
"outdoor tv mount",2944,Electronics,FBA,"Large Standard-Size",5,15761,52.49,2077,104619.24,5995,4.64,2,10172,26,49,0,"May, 2023",5,2000,1.07
"be quiet",2944,Electronics,FBA,"Large Standard-Size",0,89078,16.9,35,591.5,221,4.70,6,202,,0,-29,"Mar, 2023",10,3000,0.16
"yamaha soundbar",2944,Electronics,Amazon,"Small Oversize",2,94420,241.61,727,126605.95,1683,4.20,6,11876,140,0,0,"Jan, 2024",5,198,1.03
"samsung remote control replacement",2944,Electronics,FBA,"Large Standard-Size",3,1044,16.29,6821,81185.9,10069,4.42,3,72340,,167,0,"Jan, 2024",5,4000,3.10
sdr,2944,Electronics,FBA,"Large Standard-Size",0,78577,99.99,36,1541.59,187,4.05,2,323,-29,156,0,"Jan, 2024",7,2000,0.30
"pink airpod pro case",2944,Electronics,FBA,"Large Standard-Size",23,15902,9.35,431,3957.2,7528,4.40,2,4008,6,0,0,"Jan, 2024",5,1000,1.43
"samsung smart watch for men",2944,Electronics,FBA,"Large Standard-Size",5,10846,174.76,1104,154050.1,3803,4.42,6,6490,-36,3472,0,"Dec, 2023",5,460,1.67
"apple max airpods",2944,Electronics,FBA,"Large Standard-Size",8,3549,149.27,3581,674466.95,5565,4.46,5,22691,6,-79,0,"Jan, 2024",5,99,2.90
"hand crank power bank",2944,Electronics,FBA,"Large Standard-Size",3,9826,32.97,2919,97317.97,5411,4.45,2,29200,1660,0,0,"Jan, 2024",3,390,2.76
"sonos move 2",2944,Electronics,FBA,"Large Standard-Size",4,29840,267.82,600,120233.14,4287,4.47,8,2925,58,-54,-1,"Dec, 2023",2,248,1.15
"sony bravia tv remote",2944,Electronics,FBA,"Large Standard-Size",1,17198,21.82,857,12377.7,710,4.26,3,9598,200,85,0,"Jan, 2024",4,871,3.46
"outdoor power strip weatherproof",2944,Electronics,FBA,"Large Standard-Size",5,18889,22.95,379,8844.19,1581,4.55,2,11081,-21,0,-9,"Oct, 2023",4,725,1.10
"turtle box speaker",2944,Electronics,FBA,"Large Standard-Size",6,15608,183.51,2337,175558.88,15270,4.63,7,25226,93,-62,0,"Jun, 2023",2,93,0.30
"iphone earbuds wired",2944,Electronics,FBA,"Small Standard-Size",5,2885,13.83,3677,55578.5,16518,3.98,2,118706,,0,0,"Jan, 2024",5,3000,11.94
"go pro 11 hero black",8424,Electronics,FBA,"Large Standard-Size",1,50752,310.89,940,195262.91,2265,4.20,5,17249,39,-60,-9,"Dec, 2023",3,198,4.96
"10 inch tablet",8424,Electronics,FBA,"Large Standard-Size",5,19508,69.52,626,51832.88,1865,4.00,4,10744,29,0,-6,"Dec, 2023",8,927,1.49
"kindle holder",8424,Electronics,FBA,"Large Standard-Size",3,614,26.24,8518,236018.58,12922,4.43,2,33720,-5,13,-3,"Nov, 2023",6,2000,7.28
"single din radio",8424,Electronics,FBA,"Large Standard-Size",2,12261,70.29,572,31149.51,2085,4.31,10,8709,-28,0,0,"Jan, 2024",6,1000,2.81
"sony wireless headphones",8424,Electronics,FBA,"Large Standard-Size",3,12430,133.87,2756,362181.43,9784,4.41,9,43217,,-66,4,"Dec, 2023",7,433,0.81
"4k camera",8424,Electronics,FBA,"Large Standard-Size",4,15545,121.49,946,90895.08,2759,4.19,3,19058,0,0,-7,"Dec, 2023",9,5000,3.62
"bitcoin miner",8424,Electronics,FBM,"Large Standard-Size",0,69299,41.8,19,794.2,0,-1.00,1,,,0,-40,"Jan, 2024",6,190,-1.00
"fitbit sense bands",8422,Electronics,FBA,"Small Standard-Size",23,9030,11.24,796,9586.7,1903,4.38,2,11708,-27,53,0,"Jan, 2024",5,1000,2.85
"wired headphones with mic",8422,Electronics,Amazon,"Large Standard-Size",8,1141,19.39,5749,101388.7,48045,4.35,4,61791,8,112,7,"Aug, 2023",5,10000,0.47
"tv cord hider for wall mounted tv",8422,Electronics,FBA,"Large Standard-Size",8,2773,22.25,3037,51967.76,7067,4.58,2,34132,-24,1,0,"Jan, 2024",4,501,2.32
"garmin instinct watch bands",8422,Electronics,FBA,"Small Standard-Size",9,25610,15.34,274,3931.47,449,4.31,2,3812,19,65,0,"Jan, 2024",3,842,1.46
"over ear headphones wireless",8422,Electronics,FBA,"Large Standard-Size",7,1006,89.25,7797,580686.13,17310,4.50,6,81575,-36,0,3,"Jan, 2024",8,5000,1.65
"jbl partybox 310",8422,Electronics,FBM,"Small Oversize",2,26394,341.25,773,184482.16,1371,4.63,11,9960,415,0,25,"Nov, 2023",3,222,0.81
"pc speakers for desktop",8422,Electronics,Amazon,"Small Oversize",3,3407,98.99,1024,102389.76,719,4.30,4,12513,,-11,-1,"Jul, 2023",5,617,1.42
"single din touchscreen radio",8421,Electronics,FBA,"Large Standard-Size",3,43818,99.85,106,11702.35,262,3.97,4,1174,2,0,0,"Jan, 2024",4,1000,1.96
